Author,Song Name,File Name,File Path
Barun Bishas,তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি,song1_তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি.docx,Data/Barun Bishas/song1_তোমার দেওয়া অঙ্গুরীয় খুলতে পারি নি.docx
Songroho,কানার হাট বাজার,song3_কানার হাট বাজার.docx,Data/Songroho/song3_কানার হাট বাজার.docx
Songroho,আমি যারে ভালবাসি,song1_আমি যারে ভালবাসি.docx,Data/Songroho/song1_আমি যারে ভালবাসি.docx
Songroho,নিথুয়া পাথারে,song4_নিথুয়া পাথারে.docx,Data/Songroho/song4_নিথুয়া পাথারে.docx
Songroho,ও মোর বানিয়া বন্ধু রে,song2_ও মোর বানিয়া বন্ধু রে.docx,Data/Songroho/song2_ও মোর বানিয়া বন্ধু রে.docx
Choncol,বাংলার দামাল ছেলে,song2_বাংলার দামাল ছেলে.docx,Data/Choncol/song2_বাংলার দামাল ছেলে.docx
Choncol,অভিমানী মন,song5_অভিমানী মন.docx,Data/Choncol/song5_অভিমানী মন.docx
Choncol,স্বপ্ননীলা,song3_স্বপ্ননীলা.docx,Data/Choncol/song3_স্বপ্ননীলা.docx
Choncol,তুমি মোর সুরেতে,song6_তুমি মোর সুরেতে.docx,Data/Choncol/song6_তুমি মোর সুরেতে.docx
Choncol,এ কাজল,song1_এ কাজল.docx,Data/Choncol/song1_এ কাজল.docx
Choncol,মা,song7_মা.docx,Data/Choncol/song7_মা.docx
Choncol,শ্রাবণে,song4_শ্রাবণে.docx,Data/Choncol/song4_শ্রাবণে.docx
Sheilh Istiak,নিঃসঙ্গতার সঙ্গী নেই,song1_নিঃসঙ্গতার সঙ্গী নেই.docx,Data/Sheilh Istiak/song1_নিঃসঙ্গতার সঙ্গী নেই.docx
Sheilh Istiak,ঐ রঙধনু থেকে কিছু কিছু রঙ এনে দাও না,song2_ঐ রঙধনু থেকে কিছু কিছু রঙ এনে দাও না.docx,Data/Sheilh Istiak/song2_ঐ রঙধনু থেকে কিছু কিছু রঙ এনে দাও না.docx
Fokir Lokman Hossain,আবার জমবে মেলা,song1_আবার জমবে মেলা.docx,Data/Fokir Lokman Hossain/song1_আবার জমবে মেলা.docx
Fokir Lokman Hossain,,song5_.docx,Data/Fokir Lokman Hossain/song5_.docx
Fokir Lokman Hossain,আমি লিখতে পেরেছি বিশ্বের সেরা মুক্তির ইতিহাস,song2_আমি লিখতে পেরেছি বিশ্বের সেরা মুক্তির ইতিহাস.docx,Data/Fokir Lokman Hossain/song2_আমি লিখতে পেরেছি বিশ্বের সেরা মুক্তির ইতিহাস.docx
Fokir Lokman Hossain,,song4_.docx,Data/Fokir Lokman Hossain/song4_.docx
Fokir Lokman Hossain,আমি চোখের জলে লিখেছিলাম,song3_আমি চোখের জলে লিখেছিলাম.docx,Data/Fokir Lokman Hossain/song3_আমি চোখের জলে লিখেছিলাম.docx
Marjuk Rasel,হাউজি,song10_হাউজি.docx,Data/Marjuk Rasel/song10_হাউজি.docx
Marjuk Rasel,সবার বাংলাদেশ,song8_সবার বাংলাদেশ.docx,Data/Marjuk Rasel/song8_সবার বাংলাদেশ.docx
Marjuk Rasel,তের নদী সাত সমুদ্দুর,song11_তের নদী সাত সমুদ্দুর.docx,Data/Marjuk Rasel/song11_তের নদী সাত সমুদ্দুর.docx
Marjuk Rasel,পাখি উড়ে যা,song4_পাখি উড়ে যা.docx,Data/Marjuk Rasel/song4_পাখি উড়ে যা.docx
Marjuk Rasel,দ্বিধা,song12_দ্বিধা.docx,Data/Marjuk Rasel/song12_দ্বিধা.docx
Marjuk Rasel,জাত যায়,song1_জাত যায়.docx,Data/Marjuk Rasel/song1_জাত যায়.docx
Marjuk Rasel,রাখে আল্লাহ মারে কে,song7_রাখে আল্লাহ মারে কে.docx,Data/Marjuk Rasel/song7_রাখে আল্লাহ মারে কে.docx
Marjuk Rasel,ও আমার পাগলা ঘোড়া রে,song9_ও আমার পাগলা ঘোড়া রে.docx,Data/Marjuk Rasel/song9_ও আমার পাগলা ঘোড়া রে.docx
Marjuk Rasel,কথা,song2_কথা.docx,Data/Marjuk Rasel/song2_কথা.docx
Marjuk Rasel,শরাবে শরাব,song3_শরাবে শরাব.docx,Data/Marjuk Rasel/song3_শরাবে শরাব.docx
Marjuk Rasel,পত্র দিও,song5_পত্র দিও.docx,Data/Marjuk Rasel/song5_পত্র দিও.docx
Marjuk Rasel,দে দৌড়,song6_দে দৌড়.docx,Data/Marjuk Rasel/song6_দে দৌড়.docx
Ahsan Fahmid Sumit,নিঝুম নীরবতা,song2_নিঝুম নীরবতা.docx,Data/Ahsan Fahmid Sumit/song2_নিঝুম নীরবতা.docx
Ahsan Fahmid Sumit,সন্ধ্যারাণী,song1_সন্ধ্যারাণী.docx,Data/Ahsan Fahmid Sumit/song1_সন্ধ্যারাণী.docx
M A Latif Siddiquee,দিগন্ত জোড়া মাঠ,song1_দিগন্ত জোড়া মাঠ.docx,Data/M A Latif Siddiquee/song1_দিগন্ত জোড়া মাঠ.docx
M A Latif Siddiquee,এই যাদুটা যদি সত্যি হয়ে যেত,song2_এই যাদুটা যদি সত্যি হয়ে যেত.docx,Data/M A Latif Siddiquee/song2_এই যাদুটা যদি সত্যি হয়ে যেত.docx
Sonjib Chowdhury,আমি তোমাকেই বলে দেব,song4_আমি তোমাকেই বলে দেব.docx,Data/Sonjib Chowdhury/song4_আমি তোমাকেই বলে দেব.docx
Sonjib Chowdhury,জোছনা বিহার,song1_জোছনা বিহার.docx,Data/Sonjib Chowdhury/song1_জোছনা বিহার.docx
Sonjib Chowdhury,কার ছবি নেই,song3_কার ছবি নেই.docx,Data/Sonjib Chowdhury/song3_কার ছবি নেই.docx
Sonjib Chowdhury,সাদা ময়লা,song2_সাদা ময়লা.docx,Data/Sonjib Chowdhury/song2_সাদা ময়লা.docx
Julfikar Rasel,স্বাগতম পৃথিবী,song2_স্বাগতম পৃথিবী.docx,Data/Julfikar Rasel/song2_স্বাগতম পৃথিবী.docx
Julfikar Rasel,ইচ্ছেরই বাতাসে,song1_ইচ্ছেরই বাতাসে.docx,Data/Julfikar Rasel/song1_ইচ্ছেরই বাতাসে.docx
Rupchad Pokki,আমারে fraud করে কালিয়া dam তুই কোথায় গেলি,song2_আমারে fraud করে কালিয়া dam তুই কোথায় গেলি.docx,Data/Rupchad Pokki/song2_আমারে fraud করে কালিয়া dam তুই কোথায় গেলি.docx
Rupchad Pokki,আমারে fraud করে প্রাণকৃষ্ণ কোথায় গেলি,song1_আমারে fraud করে প্রাণকৃষ্ণ কোথায় গেলি.docx,Data/Rupchad Pokki/song1_আমারে fraud করে প্রাণকৃষ্ণ কোথায় গেলি.docx
Ajoy Vattacharga,মম মন্দিরে এলে কে তুমি,song2_মম মন্দিরে এলে কে তুমি.docx,Data/Ajoy Vattacharga/song2_মম মন্দিরে এলে কে তুমি.docx
Ajoy Vattacharga,আলোক-আঁধার যেথা করে খেলা,song1_আলোক-আঁধার যেথা করে খেলা.docx,Data/Ajoy Vattacharga/song1_আলোক-আঁধার যেথা করে খেলা.docx
Ajoy Vattacharga,আলো-ছায়া-দোলা উতলা ফাগুনে বনবীণা বাজে,song3_আলো-ছায়া-দোলা উতলা ফাগুনে বনবীণা বাজে.docx,Data/Ajoy Vattacharga/song3_আলো-ছায়া-দোলা উতলা ফাগুনে বনবীণা বাজে.docx
Ajoy Vattacharga,চৈত্রদিনের ঝরাপাতার পথে,song4_চৈত্রদিনের ঝরাপাতার পথে.docx,Data/Ajoy Vattacharga/song4_চৈত্রদিনের ঝরাপাতার পথে.docx
Ajoy Vattacharga,তুমি যে গিয়াছ বকুল-বিছানো পথে,song5_তুমি যে গিয়াছ বকুল-বিছানো পথে.docx,Data/Ajoy Vattacharga/song5_তুমি যে গিয়াছ বকুল-বিছানো পথে.docx
Liton Odhikari Rintu,কিছুই নাকি দেইনি তোমায়,song2_কিছুই নাকি দেইনি তোমায়.docx,Data/Liton Odhikari Rintu/song2_কিছুই নাকি দেইনি তোমায়.docx
Liton Odhikari Rintu,"যারে ঘর দিলা সংসার দিলা রে, তারে বৈরাগী মন কেন দিলা রে","song1_যারে ঘর দিলা সংসার দিলা রে, তারে বৈরাগী মন কেন দিলা রে.docx","Data/Liton Odhikari Rintu/song1_যারে ঘর দিলা সংসার দিলা রে, তারে বৈরাগী মন কেন দিলা রে.docx"
Liton Odhikari Rintu,তুমি ছাড়া আমি যেন মরুভূমি,song4_তুমি ছাড়া আমি যেন মরুভূমি.docx,Data/Liton Odhikari Rintu/song4_তুমি ছাড়া আমি যেন মরুভূমি.docx
Liton Odhikari Rintu,আমি তোরই সাথে ভাসতে পারি,song3_আমি তোরই সাথে ভাসতে পারি.docx,Data/Liton Odhikari Rintu/song3_আমি তোরই সাথে ভাসতে পারি.docx
Chomok Hasan,গল্পের জাদুকর,song1_গল্পের জাদুকর.docx,Data/Chomok Hasan/song1_গল্পের জাদুকর.docx
Chomok Hasan,গণিত অলেম্পিয়াডের গান,song2_গণিত অলেম্পিয়াডের গান.docx,Data/Chomok Hasan/song2_গণিত অলেম্পিয়াডের গান.docx
